distance_km,hour_of_day,day_of_week,traffic_index,is_rain,eta_minutes
2.53,8,2,0.705,0,9.99
7.98,22,4,0.117,0,17.57
0.81,14,0,0.428,0,4.44
1.3,8,0,0.744,0,3.06
6.41,23,5,0.436,0,21.96
6.37,20,5,0.192,0,14.68
5.12,8,0,0.973,0,26.43
5.92,13,3,0.279,0,14.81
3.91,22,1,0.153,0,7.02
1.45,20,0,0.461,0,2.86
2.12,15,5,0.382,0,5.54
1.0,23,5,0.167,0,1.07
11.95,22,3,0.349,1,30.46
4.38,16,0,0.358,1,12.47
2.56,12,3,0.485,0,9.15
3.1,8,0,0.959,0,17.11
14.71,14,1,0.239,0,34.28
0.83,6,4,0.437,1,1.62
4.41,0,0,0.214,0,7.53
3.52,0,4,0.397,0,5.72
4.73,4,0,0.164,0,10.34
0.5,23,1,0.235,0,3.04
10.28,8,6,0.646,0,33.77
13.45,11,5,0.451,0,37.5
4.16,5,4,0.354,0,9.04
5.96,12,3,0.476,0,16.03
12.79,7,0,0.701,0,45.91
6.14,14,5,0.387,0,16.67
0.83,5,0,0.211,0,1.2
4.29,5,3,0.373,0,12.07
4.67,3,1,0.177,0,10.62
2.76,10,2,0.233,0,8.04
6.67,20,0,0.403,0,18.32
13.62,17,6,0.734,0,48.2
12.99,2,3,0.267,0,30.59
3.0,2,2,0.309,0,5.3
0.6,11,0,0.254,0,1.0
20.95,20,4,0.292,0,50.12
9.13,20,5,0.305,0,24.38
0.67,5,5,0.527,1,2.59
12.68,20,3,0.4,0,32.94
10.2,5,4,0.49,0,29.88
3.66,7,1,0.684,0,14.09
4.47,14,2,0.133,0,8.81
2.55,17,3,0.91,0,10.31
0.5,19,6,0.809,1,6.73
2.04,15,0,0.436,0,4.19
8.12,5,5,0.159,0,17.12
0.5,20,0,0.358,0,1.0
2.03,16,2,0.284,0,3.39
2.54,8,4,0.964,1,9.15
3.85,18,4,0.681,0,13.17
12.62,17,3,0.837,0,49.73
2.13,22,3,0.44,0,6.44
2.13,4,4,0.194,0,3.57
6.69,5,3,0.217,0,17.27
3.01,11,4,0.319,0,7.37
1.27,10,2,0.239,0,1.71
3.01,15,3,0.327,0,6.47
0.76,19,4,0.704,0,2.25
0.97,16,3,0.223,0,4.29
3.45,19,0,0.69,0,10.9
2.71,8,5,0.907,0,9.49
12.32,0,0,0.442,0,36.13
2.25,2,1,0.435,0,3.38
4.34,20,4,0.305,0,14.17
5.0,22,1,0.287,0,9.32
0.5,8,4,1.0,1,1.91
5.45,21,5,0.179,0,11.55
0.98,18,3,0.938,0,5.8
16.23,12,4,0.31,0,40.93
0.8,22,0,0.645,1,5.55
2.68,13,3,0.337,0,4.43
0.5,19,5,0.939,0,1.0
28.84,18,0,0.934,0,120.0
3.49,22,3,0.617,1,14.49
4.52,6,4,0.248,0,12.46
0.5,3,4,0.158,0,2.21
6.93,11,0,0.211,0,17.65
1.18,22,2,0.508,1,1.37
11.42,13,4,0.153,0,24.8
1.15,1,2,0.137,0,2.55
1.06,0,3,0.283,0,2.39
0.5,17,2,0.624,0,2.39
3.19,19,0,0.719,0,11.2
4.16,7,1,0.85,0,16.3
0.5,2,1,0.407,1,1.0
7.47,5,0,0.295,0,17.94
3.02,21,6,0.324,1,5.55
3.72,12,1,0.277,0,8.77
2.91,8,0,0.817,0,11.89
2.56,8,4,0.639,0,7.31
4.1,19,2,0.854,0,17.95
0.84,8,1,0.662,0,4.34
1.0,14,4,0.368,0,1.82
9.89,12,1,0.298,1,23.53
14.6,21,3,0.303,0,36.8
2.34,15,0,0.547,1,5.44
1.58,1,0,0.437,0,2.62
5.16,13,4,0.173,0,10.99
2.63,5,6,0.189,0,5.9
0.5,1,3,0.445,0,1.0
0.85,7,2,0.89,0,4.5
6.29,3,3,0.281,0,13.1
5.38,20,6,0.448,1,15.38
0.5,23,3,0.169,0,1.0
1.25,13,5,0.501,1,5.97
1.31,10,2,0.423,0,4.89
5.57,23,2,0.435,0,15.27
0.5,13,3,0.112,0,1.01
0.55,11,1,0.386,0,1.0
8.05,15,5,0.136,0,13.53
0.98,5,1,0.487,0,2.94
5.29,19,3,0.784,0,21.67
1.36,0,1,0.41,0,2.19
0.52,11,2,0.349,0,1.0
1.39,6,2,0.481,0,4.07
6.41,7,1,0.993,0,29.8
9.68,8,2,0.75,0,34.12
8.87,1,0,0.443,1,23.49
2.53,16,2,0.302,0,6.37
5.51,19,3,0.736,0,22.84
1.15,12,4,0.462,0,3.1
1.73,4,1,0.24,0,4.63
11.33,9,5,0.746,0,40.93
0.5,11,6,0.162,0,1.56
0.5,16,1,0.305,0,1.45
1.17,20,6,0.453,0,4.65
0.5,5,6,0.351,0,3.8
1.0,2,2,0.186,0,2.03
4.37,14,2,0.219,0,9.52
2.74,6,4,0.64,1,12.44
11.16,5,4,0.121,0,26.62
8.5,3,5,0.648,1,28.35
2.09,18,3,0.684,0,8.99
1.5,4,0,0.371,0,6.31
2.39,2,3,0.477,0,6.37
4.46,8,5,0.837,0,19.4
1.56,5,1,0.627,1,5.27
4.89,12,2,0.185,0,11.32
2.63,21,3,0.318,0,7.73
4.02,19,6,0.92,0,20.57
2.86,3,2,0.305,0,7.86
1.74,1,2,0.207,0,5.4
14.83,3,3,0.412,0,40.81
7.21,7,3,0.723,0,27.5
0.75,12,6,0.632,1,3.36
10.14,9,6,0.964,1,48.53
3.34,17,4,0.875,1,13.62
11.25,8,5,0.816,0,45.12
8.04,0,5,0.468,0,21.85
2.77,12,6,0.36,0,7.27
0.5,17,0,1.0,1,1.02
1.56,14,6,0.452,1,7.54
3.9,1,4,0.255,0,7.63
5.02,10,0,0.446,0,14.61
1.49,13,3,0.561,1,3.39
0.75,21,5,0.197,0,1.0
9.01,14,5,0.119,0,20.19
20.8,13,0,0.476,1,60.58
3.73,15,1,0.587,1,10.43
0.94,22,4,0.349,1,3.34
1.59,14,4,0.407,0,6.99
0.5,18,4,0.734,0,5.31
12.28,8,5,0.917,0,54.26
0.63,4,2,0.169,0,1.42
4.3,4,5,0.474,0,12.28
1.6,10,2,0.34,1,5.21
4.04,19,5,0.91,1,17.62
5.27,23,3,0.233,0,13.33
8.85,3,5,0.214,0,20.33
1.16,19,3,0.686,0,2.9
0.5,17,2,0.714,0,2.52
0.74,2,4,0.289,0,1.02
11.51,3,2,0.321,0,27.13
10.35,13,0,0.163,0,23.05
4.55,6,4,0.562,1,12.6
4.59,7,5,0.966,0,21.39
5.47,23,5,0.467,0,16.76
0.96,15,5,0.232,0,1.45
12.29,19,5,0.975,0,57.52
2.71,14,5,0.391,1,8.07
2.42,6,2,0.302,0,7.65
3.66,16,6,0.399,1,9.06
0.5,21,3,0.255,0,3.3
0.91,21,6,0.347,0,3.25
6.7,21,2,0.377,0,19.58
0.5,11,1,0.598,1,1.0
4.62,17,6,0.644,0,12.46
1.41,23,2,0.187,0,4.05
2.47,13,4,0.496,0,7.1
1.7,14,5,0.374,0,4.83
2.2,14,2,0.25,0,5.9
6.35,4,6,0.637,1,22.97
1.76,15,3,0.633,1,4.79
4.18,4,6,0.132,0,11.69
3.23,1,5,0.108,0,6.23
5.45,19,6,0.805,0,21.88
13.81,8,0,0.656,0,46.2
6.59,21,1,0.384,0,16.03
1.21,8,4,0.85,0,5.68
0.5,3,3,0.352,0,1.0
1.52,14,1,0.214,0,1.0
4.52,10,2,0.167,0,11.56
0.5,0,1,0.471,0,2.99
3.43,17,5,0.749,0,10.34
4.54,0,5,0.197,0,9.95
2.03,7,0,0.834,0,6.51
7.37,15,1,0.25,0,18.32
0.56,21,6,0.119,0,2.91
0.5,17,1,0.842,0,1.0
6.51,21,5,0.252,0,12.09
3.42,8,2,0.767,0,13.43
5.83,11,2,0.395,0,16.19
2.85,18,4,0.762,0,9.23
1.41,17,6,0.889,0,5.32
8.55,4,6,0.342,0,20.35
8.03,1,2,0.531,1,23.61
5.93,6,1,0.448,1,17.48
1.59,9,0,1.0,1,8.57
4.46,14,2,0.354,0,12.15
2.24,6,6,0.24,0,3.32
0.5,4,6,0.102,0,1.0
12.46,14,5,0.33,0,32.85
0.74,19,5,0.641,0,1.0
15.0,19,4,0.681,0,49.48
2.95,14,4,0.474,0,9.2
1.02,9,1,0.629,0,1.0
3.9,23,2,0.112,0,6.87
10.32,13,2,0.102,0,23.16
6.59,9,4,0.921,0,27.15
8.21,16,2,0.311,1,19.05
5.38,20,1,0.274,0,13.78
5.89,13,0,0.123,0,11.06
9.46,1,5,0.249,0,23.53
1.44,15,1,0.414,0,4.24
3.36,12,2,0.263,0,7.59
1.25,8,1,0.824,0,2.1
21.98,6,5,0.526,1,64.23
14.42,15,3,0.457,1,37.37
0.5,9,6,0.719,0,1.0
6.11,23,5,0.452,0,17.37
12.97,21,6,0.567,1,39.73
1.0,8,5,0.974,0,1.78
4.2,21,3,0.381,0,10.46
12.35,22,2,0.314,1,31.16
0.5,6,2,0.48,0,1.8
5.98,15,0,0.182,0,13.72
1.76,8,5,0.731,0,5.9
12.91,23,1,0.307,0,33.27
17.71,16,0,0.15,0,39.19
14.44,19,2,0.723,0,52.7
3.21,6,2,0.173,0,7.24
9.9,10,4,0.469,0,25.87
9.31,7,0,0.893,0,40.37
1.92,6,2,0.318,0,2.73
8.83,18,3,0.795,0,34.41
0.5,19,6,0.862,0,4.92
4.54,11,4,0.429,0,12.31
1.31,6,1,0.252,0,2.93
0.64,7,6,0.729,0,3.64
0.5,6,4,0.648,1,2.02
5.96,5,5,0.367,0,18.86
2.08,8,5,0.729,0,7.32
6.45,12,1,0.421,0,17.73
0.5,6,3,0.4,0,2.87
1.89,7,1,0.874,0,5.77
3.88,21,0,0.149,0,9.59
7.82,16,6,0.299,0,18.4
1.92,16,1,0.405,0,4.62
4.92,15,1,0.13,0,11.82
10.86,21,4,0.165,0,23.06
4.78,1,3,0.348,0,11.73
1.33,7,1,0.813,1,4.95
0.5,16,0,0.462,0,1.26
10.2,12,4,0.576,1,30.15
0.5,17,3,0.985,0,3.28
10.39,23,3,0.286,0,23.3
3.76,21,2,0.415,0,7.2
13.99,9,5,0.84,0,55.94
8.02,1,6,0.218,0,19.25
30.91,1,0,0.358,0,79.56
2.16,13,5,0.555,1,6.94
7.29,15,4,0.328,0,17.64
2.57,6,4,0.292,0,6.84
3.27,20,0,0.193,0,7.19
4.94,20,3,0.17,0,10.89
10.34,23,1,0.6,1,28.54
20.7,11,0,0.307,1,50.08
7.31,22,4,0.274,0,14.55
2.7,13,5,0.455,0,10.62
2.74,3,6,0.309,1,8.01
6.69,3,0,0.151,0,16.5
1.36,17,3,0.868,0,4.93
0.59,2,6,0.383,1,1.4
2.19,0,6,0.274,0,3.29
1.69,16,6,0.35,0,2.56
1.76,6,2,0.402,1,4.23
1.33,15,6,0.57,1,3.21
0.5,4,2,0.488,0,2.09
0.5,18,1,0.761,0,2.43
22.0,6,1,0.468,1,60.59
2.79,13,6,0.392,1,8.54
2.43,1,3,0.423,1,4.77
5.69,2,5,0.232,0,11.34
1.23,16,1,0.277,0,3.71
14.97,15,2,0.105,0,32.78
7.72,7,3,0.775,0,30.12
0.5,17,6,0.828,0,1.0
2.7,14,3,0.234,0,5.04
10.56,6,3,0.568,1,32.5
14.48,8,0,0.853,1,59.82
3.15,5,5,0.422,0,11.28
4.75,17,6,0.976,0,21.4
0.91,17,5,0.85,0,6.93
23.65,23,1,0.429,1,64.47
1.32,13,5,0.382,0,5.17
14.3,13,4,0.232,0,34.14
5.24,13,2,0.177,0,10.63
4.68,3,1,0.466,1,12.15
3.59,3,6,0.209,0,8.23
1.31,14,5,0.338,0,1.0
0.97,14,2,0.359,1,1.0
1.25,17,6,0.607,0,2.99
1.03,13,6,0.238,0,3.46
7.56,0,1,0.463,0,19.95
2.15,9,4,1.0,1,10.67
0.5,19,2,0.721,0,1.54
17.39,9,4,0.944,0,81.7
10.76,9,2,0.817,0,42.87
13.14,23,0,0.33,1,34.05
26.4,1,6,0.446,0,73.82
0.96,7,0,0.728,0,1.91
2.52,0,2,0.138,0,2.37
7.1,0,2,0.245,0,16.04
5.95,3,4,0.412,0,17.52
0.84,6,6,0.281,1,3.05
8.46,8,5,0.982,1,40.59
1.27,15,6,0.303,0,5.98
1.27,4,3,0.224,0,4.09
3.85,1,2,0.402,0,9.25
4.49,22,1,0.121,0,11.44
4.34,10,1,0.299,0,8.2
0.5,17,1,0.956,1,2.84
10.5,18,0,0.782,1,38.73
1.54,12,5,0.154,0,3.3
0.69,23,4,0.264,0,2.56
10.98,10,5,0.315,0,28.46
15.58,19,0,0.902,1,68.04
9.91,18,5,0.918,0,43.79
8.29,16,5,0.177,0,15.97
5.32,4,6,0.295,0,10.6
4.0,12,1,0.266,1,5.66
0.5,19,2,0.883,0,2.38
2.63,0,1,0.161,0,7.2
2.33,9,5,0.6,0,3.71
1.5,7,2,0.648,0,6.5
6.43,23,6,0.389,1,18.85
3.42,7,4,0.87,0,14.61
0.5,18,3,0.775,0,4.18
1.24,5,2,0.109,0,2.6
5.75,11,0,0.463,0,14.04
0.5,6,1,0.215,0,1.0
9.53,15,6,0.154,0,23.4
3.42,8,6,0.805,0,12.3
3.28,20,1,0.49,0,9.91
4.49,21,5,0.149,0,10.67
8.71,9,5,0.854,0,37.47
2.14,9,5,0.814,1,5.56
5.67,9,6,0.957,0,28.7
4.17,19,5,0.824,0,15.08
1.55,15,1,0.313,0,6.1
10.54,0,2,0.442,0,28.16
7.98,16,4,0.479,1,21.87
5.37,20,2,0.482,0,16.27
9.51,13,0,0.349,0,26.0
10.1,18,1,0.976,0,48.0
6.16,20,2,0.115,0,12.81
9.07,20,1,0.39,0,22.77
5.98,16,6,0.249,0,13.2
5.7,13,0,0.34,0,15.06
4.82,7,6,1.0,1,23.96
6.99,20,3,0.103,0,16.78
0.86,20,3,0.404,0,1.24
10.64,8,3,0.789,1,41.55
10.27,7,1,0.714,0,37.02
0.5,12,2,0.483,1,1.0
8.74,16,1,0.463,1,23.82
0.69,18,6,0.63,0,2.95
2.04,6,4,0.309,0,3.97
6.8,16,6,0.431,0,17.81
0.88,0,2,0.468,1,1.0
8.52,4,6,0.279,0,19.09
8.92,5,6,0.248,0,19.42
3.54,1,0,0.319,1,7.36
0.5,15,5,0.484,1,1.0
1.69,21,3,0.468,1,2.23
4.8,4,2,0.49,0,14.9
19.87,4,2,0.415,1,52.69
5.0,11,3,0.269,0,13.78
1.5,2,6,0.166,0,4.91
5.03,15,0,0.339,0,11.92
3.88,5,1,0.439,0,9.15
7.57,14,1,0.199,0,17.42
0.57,14,6,0.104,0,1.0
7.16,15,6,0.377,0,19.45
3.9,19,5,0.772,0,11.54
16.48,12,2,0.264,0,39.67
2.09,11,3,0.495,1,8.34
5.01,9,6,0.811,0,18.91
13.44,13,6,0.354,1,35.06
0.54,1,4,0.42,0,1.0
13.84,2,0,0.22,0,31.0
5.82,8,1,0.649,0,17.75
0.5,10,0,0.255,0,3.48
1.79,10,0,0.303,1,7.32
6.16,21,5,0.376,0,15.17
0.5,9,0,0.817,0,3.91
4.36,13,3,0.106,0,10.19
2.12,8,5,0.886,0,8.49
4.85,19,6,0.814,0,21.34
0.5,20,3,0.362,0,1.0
10.26,9,5,1.0,1,50.33
18.15,21,3,0.361,1,44.81
17.35,8,5,0.879,0,74.79
6.92,4,5,0.581,1,19.82
0.7,7,2,0.928,0,2.93
7.1,10,3,0.435,0,18.69
0.5,0,2,0.274,0,1.0
0.5,20,6,0.433,1,1.01
1.95,9,5,0.886,0,7.72
3.35,0,1,0.3,0,10.55
7.36,21,5,0.359,0,19.41
5.75,6,1,0.426,0,15.58
2.95,13,1,0.173,0,5.97
1.6,4,1,0.262,0,1.91
29.26,16,1,0.284,0,69.62
2.78,21,3,0.295,0,6.72
3.0,20,4,0.467,1,8.25
0.89,5,3,0.571,1,2.94
7.92,15,6,0.455,0,23.97
5.92,10,4,0.314,1,13.9
1.25,9,3,0.766,1,6.73
0.5,14,6,0.292,0,1.0
5.7,6,1,0.417,1,15.52
5.31,22,0,0.145,0,11.49
1.6,1,5,0.126,0,5.44
15.07,11,4,0.491,0,41.46
0.82,18,0,0.698,0,4.01
2.83,11,1,0.281,0,9.43
14.38,15,4,0.405,0,37.82
2.72,5,0,0.136,0,1.59
5.09,2,3,0.493,1,12.77
2.53,1,6,0.364,0,5.84
1.6,19,1,1.0,1,8.61
20.67,4,3,0.201,0,48.98
2.63,10,3,0.482,0,7.25
11.23,2,1,0.22,0,25.21
1.31,2,4,0.15,0,3.87
1.2,21,5,0.352,0,2.79
0.5,4,2,0.33,0,1.29
5.27,21,2,0.402,0,13.17
2.3,22,5,0.402,0,8.51
9.99,10,1,0.498,1,28.78
3.2,2,2,0.183,0,8.97
17.24,12,5,0.455,0,47.98
1.03,20,0,0.199,0,4.01
10.15,7,5,0.754,0,38.33
7.49,19,4,0.745,0,28.36
7.37,9,6,0.947,0,34.82
9.31,1,5,0.183,0,18.64
7.16,3,3,0.233,0,14.31
4.92,17,3,0.659,0,14.73
0.7,18,6,0.743,0,4.3
0.5,3,1,0.286,1,2.18
12.68,19,3,0.811,1,48.92
4.79,8,0,0.651,0,17.93
7.96,15,5,0.482,0,23.91
3.28,5,6,0.159,0,8.06
0.62,3,0,0.372,0,2.68
0.67,8,1,0.691,0,3.18
5.78,12,3,0.22,0,11.48
2.81,8,6,0.797,1,10.86
1.12,5,2,0.462,0,3.91
3.38,20,5,0.22,0,7.75
0.5,18,2,0.948,0,1.25
4.36,13,4,0.617,1,11.27
1.57,20,1,0.232,0,2.42
7.99,14,4,0.105,0,18.44
1.86,2,2,0.44,1,5.89
3.04,4,2,0.146,0,4.28
0.5,20,2,0.461,0,2.51
0.5,17,4,0.848,1,1.0
2.49,13,6,0.372,1,6.13
3.27,15,1,0.416,0,9.94
4.58,13,5,0.423,0,11.79
1.72,8,6,0.87,0,5.12
5.94,14,5,0.299,0,10.55
9.83,6,0,0.495,0,26.55
7.57,13,0,0.456,1,20.19
0.5,5,2,0.416,0,1.93
3.27,20,1,0.245,0,6.78
0.55,14,1,0.477,0,1.0
1.39,19,3,0.615,0,3.62
21.59,7,3,0.989,0,105.16
0.77,1,6,0.143,0,4.46
3.45,7,4,0.81,1,13.82
4.81,0,3,0.424,0,11.49
6.06,16,6,0.232,0,10.92
4.1,18,5,0.982,0,20.15
0.5,4,5,0.441,0,3.54
1.98,21,6,0.141,0,5.09
3.65,19,4,0.784,1,17.6
0.5,15,0,0.536,1,1.0
2.16,6,2,0.133,0,5.48
0.5,6,1,0.241,0,1.0
0.5,17,0,0.91,0,1.0
2.53,17,6,0.703,0,8.47
0.71,1,5,0.101,0,3.26
4.19,14,0,0.146,0,11.71
5.85,13,4,0.14,0,12.85
8.06,17,2,0.779,0,28.92
1.12,8,5,0.716,0,1.0
0.92,13,4,0.191,0,1.17
0.55,4,6,0.248,0,1.22
5.06,10,0,0.186,0,10.5
6.13,7,1,0.985,0,27.28
0.5,4,3,0.333,0,1.23
13.76,10,4,0.481,0,38.14
0.5,4,5,0.343,0,1.93
3.9,16,0,0.553,1,10.41
6.17,21,3,0.489,0,16.88
10.24,3,3,0.311,1,25.17
6.26,14,0,0.284,0,15.61
8.09,18,2,1.0,1,39.7
2.07,21,0,0.229,0,3.61
8.43,1,5,0.345,0,19.58
0.5,23,6,0.35,0,1.34
11.26,16,1,0.437,0,29.9
3.97,11,5,0.433,0,13.21
8.5,23,6,0.157,0,18.43
3.01,16,3,0.168,0,6.85
5.16,9,1,0.707,0,19.26
3.74,17,4,0.868,1,17.12
6.58,18,3,0.9,1,27.87
0.5,17,2,0.769,0,4.63
0.5,12,0,0.481,0,4.55
1.42,13,4,0.147,0,2.56
0.87,23,5,0.349,1,2.15
10.27,15,1,0.597,1,32.44
1.24,17,4,1.0,1,4.98
18.62,17,2,0.646,0,60.7
2.05,15,0,0.488,1,4.27
1.01,16,4,0.351,1,2.39
7.8,6,5,0.405,0,20.3
5.38,11,1,0.299,0,13.6
3.45,1,4,0.117,0,8.15
4.05,9,0,0.711,0,14.0
6.35,4,5,0.577,1,21.31
1.3,20,4,0.238,0,1.56
28.04,2,1,0.409,0,73.72
18.4,18,0,0.922,0,81.25
5.25,12,2,0.371,1,15.74
1.11,11,2,0.151,0,2.12
5.7,2,3,0.573,1,17.06
0.5,5,4,0.357,0,3.19
0.5,13,1,0.22,0,1.0
1.49,3,4,0.309,0,2.09
3.11,12,0,0.345,0,7.61
10.14,18,3,0.605,0,30.94
6.49,17,1,0.813,0,26.65
6.79,2,4,0.362,0,15.19
2.77,19,1,0.95,1,13.76
2.12,5,0,0.415,0,4.15
2.32,15,3,0.58,1,7.5
21.97,19,1,0.906,0,97.66
0.5,23,0,0.165,0,3.92
10.09,2,2,0.375,0,23.77
4.32,11,1,0.299,1,10.69
2.89,18,3,0.947,0,14.79
6.46,18,6,0.736,0,23.24
3.33,23,5,0.614,1,11.13
10.33,3,5,0.357,0,25.25
11.55,0,1,0.214,0,26.01
2.74,1,1,0.287,0,5.45
1.62,12,0,0.312,0,4.9
4.49,12,4,0.426,0,14.83
12.17,1,5,0.445,0,33.44
1.18,18,4,0.611,0,3.83
4.88,21,5,0.218,0,8.01
4.99,23,1,0.311,0,12.17
6.6,15,3,0.152,0,15.39
0.71,11,3,0.192,0,1.0
6.29,0,6,0.371,1,16.43
11.99,8,5,0.816,0,46.94
0.99,16,5,0.454,0,1.0
1.36,9,0,0.812,0,5.91
17.77,17,1,0.996,0,87.71
1.0,18,1,0.917,0,4.63
9.63,6,6,0.433,0,26.5
3.39,18,4,0.851,0,12.71
1.42,23,0,0.404,0,4.26
10.23,14,2,0.267,0,23.61
2.95,8,3,0.914,0,13.25
3.62,9,3,0.676,0,11.19
2.23,22,1,0.428,1,7.61
4.49,19,6,0.879,0,20.06
0.89,19,0,0.808,1,2.95
2.48,3,2,0.133,0,6.45
17.44,5,3,0.329,0,42.83
1.49,3,0,0.226,0,3.78
5.35,4,2,0.391,0,12.7
1.97,8,5,1.0,1,11.28
7.42,11,1,0.1,0,15.62
0.7,22,4,0.438,0,1.0
17.5,7,3,0.978,0,85.07
3.02,20,3,0.486,0,5.93
1.35,4,2,0.612,1,2.74
0.5,10,4,0.176,0,1.0
0.93,22,5,0.355,0,2.55
3.67,10,0,0.219,0,8.62
2.05,12,1,0.141,0,3.68
8.83,13,0,0.45,0,25.05
2.82,7,2,1.0,1,12.25
1.43,17,3,0.905,0,5.86
4.8,18,5,1.0,1,25.6
6.13,11,3,0.28,1,15.61
0.91,11,0,0.32,0,4.17
0.92,17,5,0.679,0,6.48
0.5,9,6,0.857,0,1.14
6.67,6,1,0.431,0,18.49
5.45,17,2,0.843,0,20.83
3.22,11,1,0.397,0,6.8
9.29,13,2,0.464,0,26.41
8.19,14,1,0.455,0,22.57
4.4,15,6,0.301,0,10.14
10.14,1,0,0.343,0,26.38
1.15,17,4,0.908,0,4.52
0.59,11,5,0.428,0,1.0
1.57,15,2,0.303,0,4.86
0.5,12,0,0.295,1,1.0
3.79,19,3,0.836,0,16.33
13.79,16,3,0.538,1,41.28
0.5,17,1,0.714,0,1.0
0.65,2,3,0.401,0,1.27
3.01,22,4,0.3,0,5.92
13.58,9,2,0.678,0,47.19
1.9,0,1,0.146,0,3.31
3.54,5,2,0.293,0,9.86
0.5,2,2,0.332,1,1.35
0.8,18,6,0.873,1,2.51
21.57,3,0,0.18,0,49.11
16.78,19,3,0.872,0,71.72
0.5,22,5,0.101,0,1.0
15.16,2,2,0.201,0,32.2
5.1,7,4,0.869,1,21.19
10.12,7,6,0.78,0,37.43
3.03,6,4,0.448,1,9.02
3.62,1,5,0.105,0,8.92
3.36,20,3,0.252,0,5.41
5.5,5,3,0.508,1,15.25
0.75,15,1,0.505,1,1.0
0.5,9,1,0.616,0,1.0
1.84,3,1,0.472,0,2.61
6.1,12,3,0.199,0,13.28
1.13,9,2,0.655,0,1.34
5.6,20,0,0.185,0,11.59
17.52,13,5,0.327,0,42.29
0.5,8,6,0.655,0,1.13
5.58,10,5,0.333,0,13.95
2.93,22,5,0.299,0,7.03
10.13,17,1,0.635,0,30.9
0.97,10,0,0.391,1,2.49
5.9,16,4,0.104,0,11.95
9.1,1,3,0.523,1,27.23
14.47,2,4,0.441,0,38.36
5.75,10,1,0.254,0,14.44
3.44,17,2,1.0,1,15.72
4.81,2,6,0.126,0,9.02
10.16,14,6,0.254,0,23.81
4.23,10,1,0.156,0,6.74
0.5,10,0,0.126,0,1.0
13.36,19,6,0.742,0,49.92
5.85,10,1,0.448,0,17.0
5.64,18,5,0.603,0,17.1
1.21,0,2,0.452,0,6.86
5.38,4,2,0.488,0,14.96
2.5,9,3,0.822,0,10.11
5.27,9,3,0.889,0,24.74
0.56,13,5,0.325,0,1.89
5.36,1,2,0.393,0,13.56
37.21,3,5,0.305,0,92.15
0.5,1,2,0.472,1,2.31
18.9,17,0,0.656,0,61.26
2.61,12,1,0.287,0,5.99
10.23,18,3,0.979,1,49.8
7.63,4,0,0.505,1,22.09
4.19,19,6,0.651,0,12.44
6.71,1,1,0.168,0,15.36
10.54,10,3,0.47,0,28.82
2.59,17,6,0.922,0,12.3
1.98,5,5,0.429,0,6.66
5.51,22,6,0.391,0,13.16
8.25,9,0,0.601,0,25.26
7.18,21,4,0.421,0,19.51
7.99,22,6,0.137,0,18.51
2.86,16,4,0.45,0,6.98
8.51,21,3,0.522,1,24.85
0.64,10,0,0.621,1,4.46
3.93,18,6,0.832,0,16.93
0.5,16,1,0.402,1,1.0
1.96,23,6,0.593,1,8.89
2.28,3,1,0.475,1,7.09
2.52,23,0,0.163,0,8.21
5.94,13,4,0.432,0,17.73
2.46,19,0,0.717,0,12.92
2.98,3,4,0.134,0,8.69
1.36,13,4,0.622,1,3.65
2.34,3,5,0.341,0,7.08
1.29,5,5,0.11,0,1.41
0.5,8,1,0.921,0,3.61
4.62,20,3,0.419,0,14.91
5.52,11,2,0.313,0,12.34
4.83,7,0,0.767,0,19.0
3.11,23,4,0.452,0,9.51
2.39,3,0,0.448,0,7.54
9.95,4,3,0.172,0,20.41
3.66,5,3,0.271,0,8.03
3.26,4,2,0.144,0,7.63
0.5,18,6,0.779,0,1.33
2.09,7,2,0.998,0,8.96
2.39,8,4,0.619,0,9.05
2.54,14,5,0.261,0,5.07
4.34,3,6,0.482,0,12.16
3.81,8,2,0.95,0,21.09
4.68,6,5,0.128,0,11.69
7.24,7,6,0.893,0,31.25
8.38,14,5,0.495,0,24.45
6.33,18,4,0.616,0,20.52
15.56,14,1,0.352,0,37.27
0.5,4,5,0.38,0,1.81
1.09,18,4,0.629,0,5.21
0.5,6,2,0.307,0,1.11
5.21,5,0,0.303,1,13.87
11.42,18,2,0.779,0,43.64
1.4,16,3,0.473,0,4.88
13.09,9,2,0.755,0,46.27
0.5,18,1,0.865,0,2.69
13.62,10,4,0.297,0,35.73
2.17,14,5,0.234,0,5.0
0.53,9,3,0.838,0,1.76
3.33,10,4,0.453,0,10.38
1.48,22,4,0.155,0,4.67
1.68,2,5,0.365,1,6.12
1.84,2,6,0.396,0,4.64
8.12,17,2,0.664,0,27.8
3.87,10,0,0.372,0,12.89
1.86,19,6,0.732,0,5.44
4.71,21,3,0.317,0,9.56
6.3,17,5,0.877,0,27.76
1.59,14,1,0.499,0,5.19
2.67,6,1,0.457,0,6.73
0.65,9,0,0.791,0,1.51
1.0,20,0,0.312,0,2.34
5.71,22,2,0.257,0,15.04
1.0,19,1,0.638,0,4.67
3.72,9,3,0.873,0,15.98
6.17,12,5,0.193,0,13.25
0.57,14,0,0.273,0,1.0
4.19,22,0,0.356,0,11.33
1.48,17,0,0.702,0,6.13
16.47,22,5,0.23,0,38.01
3.3,3,3,0.548,1,13.34
8.2,19,1,0.761,1,29.06
4.0,16,6,0.137,0,10.92
