distance_km,driver_rating,acceptance_rate,avg_response_time_sec,completed_trips,eta_minutes,price_estimate,match_score
2.75,4.08,0.72,81.4,169,7.78,29392,0.594
2.13,4.08,0.523,92.6,221,3.08,25322,0.5259
1.24,3.62,0.752,108.2,1861,4.83,13511,0.5705
1.53,3.94,0.637,40.2,1666,3.2,19568,0.6337
7.66,4.43,0.995,60.0,21,18.4,61935,0.5721
2.71,4.53,0.88,64.8,1409,5.99,35008,0.7295
4.54,3.9,0.816,89.5,1937,10.52,65171,0.5893
1.33,4.41,0.983,53.6,592,2.04,18587,0.7409
1.39,4.42,0.802,51.0,574,1.57,18506,0.7533
4.15,4.82,0.992,9.2,279,8.13,42630,0.8665
1.49,3.85,0.779,21.9,436,4.09,15941,0.6859
0.2,3.47,0.962,117.2,824,1.0,2522,0.5941
4.63,3.69,0.727,40.8,751,9.48,44589,0.5756
1.47,3.84,0.715,79.1,940,2.48,15681,0.679
1.89,3.39,0.67,90.8,1460,3.86,19829,0.5663
2.68,3.23,0.802,112.3,1323,7.98,39948,0.4994
0.2,4.83,0.778,55.1,626,2.77,2005,0.8784
2.33,3.58,0.515,117.5,930,5.64,22348,0.5553
2.09,4.87,0.637,55.1,1874,6.96,25862,0.754
0.2,4.41,0.659,13.5,1668,1.0,1909,0.8639
1.63,3.61,0.533,40.4,1070,1.0,19136,0.6577
3.81,3.62,0.583,119.8,1892,9.57,50438,0.5195
1.53,3.58,0.912,10.5,579,3.96,13471,0.6893
9.47,3.89,0.703,62.0,206,23.75,120959,0.4296
1.07,3.11,0.747,101.3,993,3.69,14697,0.4512
1.86,3.22,0.901,113.7,1169,1.08,24673,0.5194
0.76,3.05,0.992,31.6,1123,4.86,11356,0.698
5.27,3.15,0.817,66.8,1031,11.57,54409,0.485
0.56,3.85,0.632,34.0,39,1.0,4983,0.6305
2.24,3.1,0.602,112.1,1952,5.85,32770,0.4267
1.47,3.82,0.534,84.2,815,5.41,13577,0.7214
1.63,4.7,0.732,118.7,1791,4.72,19305,0.8161
4.35,3.8,0.972,116.8,728,9.01,43160,0.5152
3.45,3.47,0.826,82.7,219,8.4,38039,0.451
1.02,3.69,0.607,36.8,825,3.31,8539,0.6916
3.05,4.1,0.773,24.2,807,8.42,27720,0.7229
1.13,3.1,0.655,108.8,1057,7.49,15546,0.4879
0.2,3.91,0.664,86.1,1992,1.83,2549,0.683
8.91,4.14,0.606,70.5,514,19.24,107512,0.5459
2.25,4.64,0.856,50.2,212,10.36,26273,0.7967
4.58,4.31,0.715,8.6,1271,5.38,67472,0.7326
3.69,3.76,0.765,117.3,16,8.95,37490,0.5154
12.89,4.65,0.73,88.8,1675,34.85,109041,0.5955
3.12,3.21,0.787,91.2,1247,9.35,34180,0.6293
9.8,3.51,0.829,25.9,1434,25.67,124516,0.5414
6.0,4.12,0.716,114.7,1031,13.04,51013,0.5536
1.03,4.82,0.857,83.4,658,1.7,12102,0.8359
13.12,3.86,0.825,26.5,42,29.87,168121,0.452
3.69,4.72,0.948,66.5,529,8.2,54705,0.7418
1.04,3.52,0.791,28.2,1038,2.63,14442,0.6982
0.2,3.82,0.519,68.0,442,3.41,1934,0.6719
0.2,3.89,0.832,117.5,1791,2.45,2431,0.5763
2.45,4.17,0.833,10.4,753,5.19,30860,0.8166
0.2,4.6,0.722,113.6,1517,2.3,2768,0.706
1.35,4.86,0.666,85.0,500,3.36,14775,0.729
2.48,3.85,0.835,104.4,1367,1.0,24493,0.6187
0.4,3.9,0.631,17.6,477,3.68,5733,0.7062
0.2,3.21,0.814,24.1,153,1.0,2405,0.6374
2.1,4.42,0.717,110.6,1056,5.46,27993,0.7478
0.2,3.84,0.875,98.0,1876,1.61,2020,0.707
0.41,4.31,0.803,80.0,1512,1.07,5811,0.6958
4.57,4.21,0.912,75.4,1649,8.13,67786,0.7064
0.8,3.01,0.625,9.0,1321,1.0,11363,0.6151
0.66,3.08,0.758,112.9,1895,1.29,5607,0.5112
2.57,4.74,0.948,110.6,665,7.6,37746,0.6725
3.02,3.33,0.742,62.6,395,10.95,42110,0.5158
1.81,3.95,0.733,78.3,1267,4.04,21483,0.571
8.04,3.71,0.817,28.1,71,20.58,76500,0.4175
0.2,4.12,0.524,68.2,190,1.98,2446,0.5899
8.54,3.62,0.514,106.9,482,22.88,93626,0.4165
0.44,3.83,0.641,20.1,1400,1.0,4796,0.7561
9.24,3.34,0.774,73.6,782,24.6,78371,0.4071
4.78,3.99,0.648,18.7,1093,11.9,47789,0.6925
1.21,4.74,0.774,58.7,1894,2.43,12592,0.8257
0.89,4.91,0.626,39.4,1118,3.98,9896,0.8852
4.76,3.41,0.721,14.5,311,9.91,65902,0.501
1.44,3.3,0.837,16.7,1381,2.33,19405,0.7176
8.5,3.36,0.702,58.8,1305,20.33,73774,0.421
4.96,3.84,0.732,86.0,587,10.25,66149,0.5593
1.41,3.18,0.504,106.4,195,2.9,18853,0.401
3.06,4.64,0.682,45.0,87,10.72,26166,0.6474
1.62,3.52,0.687,102.3,1594,3.54,19759,0.5189
0.89,3.86,0.606,43.3,213,1.0,13114,0.6382
3.85,3.46,0.746,61.7,266,10.01,46692,0.4884
2.08,3.38,0.996,66.0,943,6.65,20922,0.6529
3.36,3.05,0.567,85.6,1811,8.74,35885,0.443
1.21,3.88,0.771,14.6,1487,6.85,16693,0.7591
0.2,4.74,0.579,23.3,868,1.0,2622,0.8597
0.8,3.47,0.759,76.8,647,2.72,10785,0.6149
5.4,3.34,0.739,98.7,1538,12.58,61686,0.4416
4.3,3.86,0.679,72.3,787,10.76,35399,0.4785
5.6,4.81,0.765,87.9,1328,13.64,56553,0.8166
3.79,3.71,0.551,59.3,646,8.1,30905,0.574
1.88,3.79,0.576,59.3,285,4.72,20762,0.5583
6.29,4.78,0.742,85.6,81,16.55,76308,0.562
3.67,3.91,0.523,94.0,1877,7.85,49665,0.6078
1.17,4.24,0.927,29.1,1657,1.17,14882,0.688
0.24,3.5,0.842,111.4,649,1.04,3427,0.5675
0.32,4.0,0.674,94.9,35,1.0,3918,0.5162
1.56,4.27,0.687,102.1,1271,7.41,16399,0.6918
0.37,3.81,0.857,57.6,48,1.62,3383,0.5478
9.56,4.8,0.655,87.5,122,23.8,79600,0.4888
1.38,4.21,0.701,114.1,1963,3.38,18541,0.6908
0.58,4.81,0.615,39.0,1697,1.0,5790,0.8361
3.94,3.43,1.0,101.0,1490,8.5,47264,0.5815
2.69,3.05,0.838,119.2,1597,4.61,25474,0.4093
2.81,3.6,0.716,101.9,467,4.9,38117,0.522
1.66,4.84,0.982,13.9,176,1.65,16906,0.8699
13.24,4.63,0.792,101.8,1352,33.89,183772,0.4874
1.99,4.2,0.606,37.4,1034,1.13,18433,0.8012
0.24,4.32,0.868,12.5,1887,2.45,1945,0.8134
0.96,4.82,0.843,33.5,440,2.17,13303,0.767
2.08,4.68,0.659,18.9,370,5.71,17802,0.6737
2.84,4.59,0.672,112.3,600,6.14,33617,0.6858
2.34,3.07,0.886,29.4,1221,1.95,30784,0.6853
2.19,4.05,0.932,69.8,1469,7.94,31303,0.784
0.2,3.93,0.531,104.5,635,1.0,2362,0.5303
1.17,4.97,0.73,48.4,1570,2.08,15345,0.8861
3.82,4.0,0.844,84.2,1626,8.37,34947,0.6267
2.02,3.34,0.891,57.5,1888,4.05,17819,0.6276
1.11,3.2,0.891,46.8,1365,2.2,14434,0.6743
1.02,3.23,0.959,78.6,390,2.12,10614,0.4775
4.8,4.72,0.975,8.9,1874,13.22,42892,0.8767
0.75,3.78,0.564,54.6,1948,1.27,9569,0.6845
1.45,4.12,0.783,14.6,289,5.99,21794,0.7147
1.25,4.82,0.703,80.8,818,3.83,10566,0.8141
0.2,4.94,0.748,100.4,544,1.0,2085,0.852
2.5,4.79,0.973,57.1,290,4.42,23844,0.7877
1.31,4.12,0.825,63.2,1016,4.35,11565,0.712
2.39,3.31,0.9,84.5,273,7.98,34007,0.5209
2.61,3.46,0.764,56.5,1588,8.75,27884,0.5707
0.43,4.8,0.672,20.6,141,1.0,5699,0.8088
4.1,4.36,0.961,83.0,1245,9.22,46819,0.7685
2.96,3.25,0.673,98.6,1122,9.89,29723,0.5453
4.83,3.97,0.508,32.5,769,10.47,40039,0.569
1.2,3.4,0.533,38.7,984,1.48,13345,0.6499
1.41,3.18,0.636,119.0,50,2.84,12800,0.4117
0.4,4.29,0.929,92.2,1878,1.0,5856,0.7972
0.33,4.31,0.619,11.1,834,1.66,3093,0.8298
1.68,3.24,0.967,112.3,225,2.34,22147,0.503
0.55,4.34,0.869,92.1,1372,1.76,4506,0.7617
5.32,4.1,0.552,95.3,1959,15.78,63407,0.5577
4.4,4.15,0.765,45.4,306,11.74,37058,0.6059
2.08,3.66,0.539,61.0,1223,4.71,17899,0.5769
0.2,3.9,0.662,11.6,90,1.0,2313,0.6783
2.9,3.15,0.616,77.4,431,5.82,32020,0.4735
6.57,4.84,0.798,87.4,1416,14.59,56442,0.7278
0.76,3.07,0.803,73.0,732,2.8,8554,0.5232
1.02,3.96,0.571,103.2,563,2.49,12349,0.6116
4.9,4.19,0.893,109.5,199,10.07,43311,0.5669
7.86,3.39,0.747,49.9,1068,17.0,110206,0.5247
1.65,4.98,0.926,60.7,1349,3.51,13886,0.9095
1.33,3.1,0.797,89.2,1873,3.54,14681,0.5336
9.92,3.12,0.742,53.6,344,22.35,82118,0.3705
3.12,3.48,0.822,8.3,902,5.02,29649,0.6331
2.57,4.56,0.891,37.7,1447,7.17,28407,0.7306
3.33,4.7,0.646,39.2,397,4.19,29607,0.6454
4.07,3.56,0.605,93.0,1025,6.24,33476,0.5088
6.1,4.02,0.959,18.6,1225,11.05,89486,0.5799
1.54,3.77,0.573,32.7,768,3.51,22311,0.6295
1.64,4.64,0.944,30.1,1624,4.4,13878,0.8685
1.43,3.52,0.824,13.3,407,3.47,19764,0.6569
3.54,4.3,0.715,8.4,644,10.41,31382,0.8223
1.39,4.03,0.671,109.2,471,1.69,19425,0.6474
3.55,4.72,0.827,57.3,1620,8.1,38314,0.7606
2.85,3.62,0.783,47.6,1166,5.96,33728,0.7032
5.21,3.55,0.706,86.1,914,16.31,61966,0.4738
0.2,3.61,0.654,16.5,292,1.0,2116,0.6863
0.35,3.8,0.586,24.2,1958,1.0,3830,0.6851
1.61,3.83,0.984,52.4,1499,4.19,14672,0.7789
2.49,3.57,0.964,92.8,1091,3.79,32017,0.6131
1.29,4.1,0.785,71.7,1707,3.77,16275,0.6834
2.58,4.92,0.595,79.0,715,7.04,27697,0.7415
0.54,4.76,0.623,18.9,217,2.97,8099,0.7974
5.27,4.23,0.634,44.3,299,10.59,45455,0.6078
1.63,4.77,0.662,33.0,1319,5.09,23473,0.8484
6.24,3.85,0.928,37.6,110,16.6,54834,0.4773
1.94,4.4,0.575,60.8,1187,3.63,20406,0.7972
0.21,4.35,0.742,86.7,42,2.71,2374,0.6104
9.21,4.55,0.607,47.6,21,23.34,104505,0.5711
0.24,3.12,0.619,48.5,1546,2.63,3299,0.5691
1.21,3.39,0.817,11.6,1999,2.68,15675,0.7169
0.3,3.96,0.888,80.1,1657,1.0,2831,0.7062
0.6,3.88,0.853,53.5,1873,1.79,6042,0.7229
1.44,3.26,0.873,96.9,709,1.97,21583,0.5958
1.11,3.15,0.673,54.6,494,4.31,10048,0.494
5.45,3.86,0.816,6.2,1696,15.39,47564,0.7147
6.84,3.27,0.632,80.4,1170,14.94,100953,0.4709
3.08,4.5,0.96,109.1,222,13.27,42414,0.6438
4.27,3.49,0.986,85.3,1473,9.83,57487,0.5988
0.68,4.35,0.89,74.5,367,3.12,10210,0.8013
0.42,4.79,0.644,6.8,1332,3.74,4260,0.8062
0.67,3.68,0.876,20.6,856,2.79,8063,0.7021
2.38,3.75,0.822,50.9,1768,5.6,34629,0.6715
8.41,4.78,0.975,11.1,442,20.74,116342,0.7171
7.4,4.56,0.533,102.9,1405,18.76,81553,0.5613
2.36,4.72,0.515,77.4,1163,5.43,27887,0.7742
8.56,4.02,0.506,96.4,1492,20.81,77372,0.4152
1.61,3.74,0.928,113.1,377,2.22,20549,0.6232
4.37,4.36,0.846,84.3,1558,9.76,60799,0.7413
0.5,3.5,0.838,81.7,1682,2.55,5688,0.6785
6.07,4.15,0.88,73.6,564,16.88,88799,0.5985
5.77,4.33,0.987,20.1,678,13.93,78445,0.7806
9.7,3.97,0.769,16.6,1450,22.27,120358,0.5977
2.11,4.24,0.68,110.7,422,7.64,27875,0.6207
2.44,4.74,0.611,62.7,515,5.29,35045,0.783
1.03,3.49,0.531,48.9,1242,1.0,13035,0.6254
9.63,3.07,0.7,44.3,1230,21.97,80944,0.4873
0.64,4.76,0.775,75.1,1838,3.99,7593,0.8632
5.32,4.22,0.865,37.6,50,14.28,79554,0.6395
4.64,4.18,0.988,107.9,1808,10.15,59682,0.6279
0.37,4.18,0.845,69.4,1720,2.84,3366,0.7829
0.2,4.39,0.672,116.3,1152,1.0,2519,0.711
0.35,4.1,0.5,9.8,57,1.2,4063,0.7252
11.22,4.59,0.997,78.5,354,29.27,108524,0.5236
0.9,3.85,0.919,107.7,1937,3.58,9752,0.7199
5.29,4.18,0.625,87.4,1876,11.67,44617,0.6366
0.59,4.36,0.92,29.4,783,3.27,6339,0.871
1.03,4.52,0.769,58.2,1054,4.29,15042,0.7631
3.42,3.9,0.978,15.2,951,6.17,35812,0.7047
1.17,3.31,0.996,97.4,537,1.1,13791,0.5029
4.68,3.74,0.69,83.8,1131,10.55,39563,0.6459
2.09,4.06,0.605,68.3,1684,7.54,19530,0.6831
0.54,4.88,0.874,16.6,1413,3.76,6353,0.9856
1.1,4.58,0.617,36.1,233,1.0,10431,0.6815
2.84,4.87,0.559,30.6,874,7.03,36275,0.828
1.78,4.76,0.652,89.1,1017,5.68,19833,0.7236
2.34,3.79,0.79,12.0,138,6.48,27490,0.6173
1.11,3.76,0.817,40.7,998,1.04,15173,0.7089
1.59,4.32,0.671,8.0,100,7.73,19222,0.7072
1.98,3.71,0.877,58.5,294,7.1,18783,0.636
0.96,4.35,0.578,113.9,1564,2.91,8626,0.6581
0.87,3.85,0.727,77.5,804,1.0,12921,0.6737
2.09,3.37,0.951,103.4,1731,2.41,30698,0.6001
0.2,4.5,0.779,87.4,418,1.0,2479,0.7131
6.23,3.25,0.88,85.9,1689,13.16,83571,0.5569
0.35,3.31,0.984,82.8,1345,1.0,4273,0.5823
0.2,3.47,0.585,111.5,1408,1.0,2797,0.6467
1.1,4.04,0.848,32.0,537,3.35,15126,0.6814
1.54,4.28,0.923,24.4,950,3.48,14021,0.7788
0.71,3.26,0.513,56.6,1068,1.0,9251,0.5951
2.56,3.68,0.572,13.0,1553,5.67,23047,0.7118
0.37,4.27,0.92,44.3,533,1.0,3613,0.7537
1.13,3.79,0.922,86.4,679,3.4,14362,0.6593
7.97,3.27,0.886,37.8,1541,19.72,86191,0.4582
1.19,4.09,0.562,20.9,1637,1.0,14143,0.7884
4.96,4.3,0.572,75.0,644,10.39,66266,0.7554
3.9,3.09,0.73,70.9,929,11.97,40465,0.4799
1.0,4.0,0.74,76.8,150,5.8,8549,0.5989
0.73,3.88,0.558,81.6,899,1.0,7252,0.6292
1.62,3.02,0.97,110.6,18,3.45,18034,0.4737
8.05,3.9,0.808,10.9,285,19.63,72056,0.3845
0.5,4.13,0.649,91.3,496,1.0,5602,0.6899
1.06,3.46,0.964,118.0,897,1.33,11180,0.5693
0.2,3.07,0.908,52.1,1088,1.0,2843,0.6856
2.92,3.25,0.978,21.8,1239,7.21,29783,0.6929
0.41,4.93,0.598,48.2,177,1.0,5549,0.8118
1.33,3.81,0.848,33.7,1700,1.75,19393,0.7871
3.01,3.48,0.956,44.8,1558,4.54,30495,0.673
3.41,4.08,0.986,111.9,449,6.95,48336,0.5659
2.37,4.6,0.883,79.5,1737,2.2,30213,0.7807
0.35,3.88,0.688,70.1,1213,1.0,4477,0.6186
3.95,4.72,0.571,28.1,724,9.73,54808,0.7505
0.65,4.81,0.981,83.8,900,2.2,8003,0.8638
3.3,4.27,0.704,84.4,953,8.34,37674,0.7944
5.01,4.11,0.538,56.0,1127,11.64,47957,0.626
1.18,3.04,0.652,76.9,1891,3.95,9572,0.516
1.32,4.19,0.703,23.6,21,3.48,10778,0.6419
5.16,4.05,0.878,13.0,323,11.04,56567,0.6484
3.46,3.4,0.674,22.4,1696,3.8,45050,0.6235
2.58,3.36,0.829,26.6,252,1.77,37036,0.6028
1.1,4.92,0.54,109.6,1440,3.45,16083,0.6518
2.44,4.6,0.54,88.9,999,2.97,21184,0.6419
4.14,3.44,0.594,70.7,707,10.55,50079,0.5047
0.24,4.36,0.651,43.5,415,1.0,1982,0.7225
2.08,4.0,0.962,111.1,648,6.1,21770,0.5595
0.56,4.69,0.545,67.5,1233,1.0,7862,0.8099
15.0,3.37,0.522,40.8,1123,35.35,192616,0.2864
1.8,3.19,0.569,77.3,942,5.3,20459,0.5966
0.67,4.25,0.746,11.5,1447,1.0,8751,0.7926
1.33,3.07,0.897,107.1,1043,3.14,19769,0.5017
0.2,4.78,0.99,37.7,1649,1.0,2371,0.919
2.38,4.89,0.648,65.7,551,6.5,29916,0.8138
4.03,3.94,0.788,78.7,1320,7.84,40741,0.5822
3.89,4.17,0.825,86.5,1808,7.17,37224,0.6497
6.56,4.2,0.954,112.0,1412,14.47,96537,0.594
2.52,3.71,0.865,26.4,1268,4.0,23944,0.7882
3.95,3.2,0.568,48.8,51,11.78,54516,0.459
3.93,3.74,0.823,15.5,1405,6.52,37201,0.6411
0.52,3.89,0.804,96.6,723,1.83,6658,0.5741
2.58,5.0,0.686,44.0,35,5.98,22365,0.6826
4.62,4.54,0.677,34.6,1792,13.66,53435,0.8234
4.33,4.96,0.948,45.9,972,10.18,46132,0.7978
1.77,4.25,0.557,52.5,1776,4.57,15468,0.75
0.2,3.79,0.715,29.1,1193,1.0,1617,0.7384
2.45,3.84,0.883,41.8,1049,4.24,26684,0.672
2.86,4.36,0.865,27.8,1674,6.11,30756,0.8372
3.14,4.59,0.59,51.9,1033,11.09,32528,0.7623
5.87,4.05,0.744,74.4,271,12.08,84728,0.5597
5.94,3.01,0.938,104.0,781,16.39,69951,0.4341
6.46,3.65,0.551,74.2,1795,17.31,83919,0.5002
3.34,4.45,0.528,86.0,573,11.5,48230,0.6241
0.2,3.19,0.647,22.2,807,1.0,2329,0.667
2.48,3.22,0.608,111.0,1083,6.85,21805,0.4578
0.99,4.86,0.945,99.8,602,1.03,12149,0.8467
1.67,3.02,0.649,104.2,343,4.52,17185,0.3326
0.43,4.59,0.69,38.5,1424,1.0,5759,0.8924
3.45,3.69,0.644,68.1,924,8.59,46443,0.6239
2.75,4.67,0.577,22.4,1755,6.98,36737,0.7962
2.3,3.63,0.64,103.3,1983,8.64,31333,0.4499
1.64,4.28,0.502,116.9,114,5.72,17075,0.5526
1.42,4.42,0.869,76.8,1399,4.88,15441,0.7451
1.66,3.18,0.948,37.2,21,4.02,22617,0.6106
3.0,4.64,0.645,68.4,1538,6.2,28730,0.7103
0.6,4.95,0.527,61.6,1462,1.45,7618,0.8526
0.2,3.13,0.597,50.2,321,1.82,2605,0.5733
1.39,3.52,0.553,27.4,1993,4.57,18597,0.6778
0.46,3.84,0.806,40.9,1340,2.4,4560,0.791
3.06,3.05,0.889,112.8,204,9.13,41905,0.3555
2.56,4.1,0.808,53.3,1303,2.99,38290,0.7628
15.0,3.58,0.649,26.3,1903,30.23,205307,0.3668
0.2,4.41,0.844,63.4,1819,1.0,2447,0.8434
3.05,4.22,0.893,13.3,908,9.85,34652,0.8511
1.63,4.26,0.62,51.3,1009,8.39,20147,0.7408
14.21,4.43,0.954,83.3,1679,34.08,118473,0.5202
3.21,4.42,0.502,35.3,96,8.29,35238,0.6768
4.15,3.43,0.706,7.3,231,10.94,47258,0.577
10.18,3.17,0.583,60.9,533,23.77,133556,0.3758
0.36,3.46,0.868,88.7,1984,1.68,5125,0.6285
6.37,4.76,0.892,77.0,537,17.19,90163,0.5301
1.07,3.05,0.696,20.3,195,1.98,12884,0.5567
1.44,4.78,0.927,101.8,951,5.71,16336,0.8538
6.13,3.46,0.532,79.6,432,13.74,87882,0.4309
2.61,4.38,0.594,62.6,1699,10.26,33192,0.7788
2.6,3.31,0.768,85.9,737,4.14,35224,0.5514
1.59,3.34,0.85,93.2,1775,6.42,16120,0.6315
0.2,4.83,0.992,103.7,750,1.0,1756,0.8175
3.6,4.67,0.872,5.5,936,7.36,41308,0.9232
4.78,3.19,0.588,104.3,1447,7.07,59203,0.4114
4.15,4.94,0.611,103.3,1212,11.02,53536,0.7444
4.95,3.59,0.691,119.3,1325,9.95,52039,0.4922
1.35,3.26,1.0,64.5,426,7.28,15125,0.5797
7.77,3.29,0.899,40.7,1645,19.3,82022,0.5073
10.59,4.81,0.535,43.0,1407,30.87,138949,0.6592
5.09,3.38,0.954,5.0,344,9.86,66869,0.5782
4.75,3.4,0.809,67.7,382,11.25,52705,0.4579
4.7,3.69,0.969,85.7,1929,14.08,62233,0.593
0.74,4.05,0.597,68.5,1759,2.88,7767,0.6554
1.75,4.72,0.968,46.9,841,3.08,15032,0.8777
0.38,3.4,0.771,58.2,1495,3.98,3245,0.6076
1.91,4.49,0.974,74.1,1007,8.62,16141,0.716
1.82,4.36,0.819,11.5,1385,2.2,23001,0.8342
0.2,3.86,0.567,58.5,1048,1.0,2619,0.6258
3.29,4.55,0.971,53.6,629,7.35,32705,0.8842
0.3,3.75,0.559,45.5,1659,2.85,2540,0.6528
2.79,4.49,0.924,94.5,60,8.27,25955,0.6105
1.53,3.15,0.688,75.1,1468,3.48,16585,0.5693
4.58,3.97,0.613,116.1,1626,7.86,53856,0.4602
9.82,4.43,0.853,37.0,1832,21.22,135354,0.6708
1.86,3.7,0.983,44.9,1566,3.97,27754,0.7653
1.71,4.02,0.544,60.4,41,4.7,19758,0.5803
0.61,4.81,0.941,13.9,695,1.17,7104,0.9945
0.2,3.29,0.935,40.1,1374,1.0,2362,0.6659
1.17,4.39,0.601,16.2,256,4.08,15936,0.7107
1.89,3.04,0.86,20.5,1096,4.27,21242,0.5487
4.49,4.23,0.754,81.0,1840,9.58,41300,0.678
0.2,4.76,0.876,88.5,604,1.0,1669,0.7952
2.84,4.16,0.625,12.4,952,8.46,26994,0.7785
1.59,3.96,0.68,22.8,821,4.42,16523,0.6987
0.56,3.39,0.679,79.8,510,1.9,8340,0.5748
2.22,3.54,0.818,106.7,653,8.94,23027,0.5263
6.51,4.93,0.716,17.5,1959,12.97,87772,0.8253
0.52,3.44,0.967,41.6,35,1.0,4491,0.5669
6.03,3.34,0.888,87.7,1515,17.92,89791,0.4967
0.38,3.95,0.802,73.9,797,1.0,3440,0.6705
7.62,3.63,0.767,53.7,991,16.8,76316,0.5862
9.65,4.01,0.609,49.7,921,23.67,81717,0.5291
3.42,3.99,0.706,37.7,263,8.11,46192,0.6133
0.24,4.76,0.664,80.4,160,1.0,3118,0.6175
1.85,4.75,0.933,19.8,459,3.33,27481,0.8623
1.89,3.38,0.555,48.7,1388,5.97,15617,0.5859
0.81,3.6,0.843,117.6,246,2.78,7519,0.5594
5.9,3.62,0.756,10.8,484,12.61,84894,0.5915
0.21,4.41,0.603,35.7,281,3.39,2616,0.6535
0.93,4.67,0.596,119.6,667,1.0,9708,0.6351
0.2,4.43,0.59,86.9,1375,4.9,2788,0.6702
0.58,3.45,0.865,54.5,96,1.0,5807,0.6141
0.77,3.99,0.512,59.8,205,5.68,7722,0.5884
6.51,4.09,0.881,59.6,413,16.61,76992,0.6011
0.2,4.06,0.54,67.2,927,3.0,2861,0.6042
1.99,4.61,0.506,85.9,818,6.64,24720,0.7405
1.04,3.59,0.695,6.2,1426,1.13,14093,0.7104
7.26,3.05,0.515,50.3,756,16.45,100250,0.4162
0.2,4.86,0.989,91.4,102,1.0,2907,0.8384
0.65,3.39,0.769,71.4,875,1.64,6597,0.6656
4.83,3.18,0.578,119.7,1390,13.03,68070,0.4112
2.27,3.73,0.958,25.9,1495,6.66,29492,0.7573
1.29,4.34,0.804,52.4,166,2.57,18125,0.6816
3.81,4.67,0.631,110.0,218,10.02,55516,0.6103
6.82,4.39,0.526,67.3,1128,15.41,60534,0.6104
1.25,4.48,0.954,89.5,127,3.13,12538,0.7664
1.38,4.35,0.998,48.3,47,3.34,16419,0.6827
3.6,4.33,0.918,80.2,1795,7.15,37127,0.7507
2.84,4.7,0.942,28.1,580,5.84,36869,0.7521
3.61,3.38,0.848,51.3,1197,6.76,37721,0.596
3.04,3.13,0.538,23.6,501,7.42,28761,0.5112
0.41,4.24,0.787,49.5,1739,1.0,5819,0.7311
0.34,4.43,0.735,26.1,751,4.69,4168,0.7686
3.17,3.05,0.693,37.9,1236,3.58,41205,0.4851
0.39,4.35,0.687,42.8,452,2.69,4110,0.7383
0.27,3.77,0.547,94.3,1572,1.0,3852,0.5919
1.16,4.36,0.688,92.0,669,3.03,13970,0.6283
7.14,4.15,0.733,104.9,20,16.31,59246,0.5242
3.88,3.7,0.852,26.2,1051,11.73,41896,0.7051
1.18,4.88,0.919,14.1,565,3.4,11715,0.9939
1.21,3.24,0.736,42.0,1417,3.37,13452,0.6464
0.65,3.46,0.69,46.5,1888,1.0,9632,0.6618
1.7,3.4,0.58,102.8,566,4.5,15792,0.4406
3.43,3.21,0.742,57.6,1114,6.87,43170,0.5873
8.17,3.47,0.642,54.8,645,20.28,84240,0.4605
0.41,4.29,0.73,99.3,567,1.85,3326,0.7126
0.33,3.52,0.857,97.0,200,1.0,2844,0.5718
0.61,3.81,0.957,51.7,730,1.0,8239,0.7525
2.56,4.72,0.969,40.6,663,5.89,24934,0.7412
3.2,4.42,0.576,76.9,74,8.09,42345,0.5622
0.2,4.98,0.533,72.2,603,1.0,2684,0.758
12.02,3.22,0.537,114.8,690,25.03,132179,0.233
4.75,3.44,0.981,78.8,1880,12.06,54507,0.5264
0.79,4.47,0.823,17.9,97,4.23,9314,0.7774
2.94,3.55,0.812,86.3,1866,8.19,34838,0.612
2.78,3.45,0.991,113.5,1464,7.45,34765,0.5777
3.11,4.31,0.517,59.6,976,9.56,25083,0.6533
7.38,3.4,0.583,51.8,961,12.29,99123,0.5615
0.2,3.1,0.583,65.4,1268,4.09,2600,0.5009
4.08,3.43,0.626,81.9,1046,9.06,42856,0.5524
13.86,3.21,0.502,100.0,193,32.82,158060,0.2244
6.73,3.3,0.885,109.7,1131,14.87,98204,0.5265
1.64,4.33,0.894,71.7,913,2.32,17162,0.7744
3.01,3.23,0.768,108.0,513,6.57,33576,0.4067
1.06,3.86,0.707,78.9,1346,1.0,11408,0.6043
3.54,4.71,0.811,92.1,599,11.12,32904,0.7225
2.15,3.16,0.536,55.0,41,7.04,22046,0.4044
5.75,3.85,0.542,63.9,1077,12.64,59743,0.6159
4.13,4.99,0.901,59.3,927,11.33,35286,0.8152
0.2,4.66,0.966,109.0,1906,1.87,2122,0.7893
10.82,3.24,0.52,90.4,787,25.45,114232,0.2909
1.49,3.03,0.633,78.9,80,4.01,21066,0.4373
0.58,3.61,0.958,11.5,423,7.68,7419,0.7532
6.76,4.77,0.974,12.2,1763,15.4,63062,0.8304
3.06,3.11,0.684,44.0,1492,6.04,39888,0.5496
3.5,3.5,0.7,106.2,765,8.11,49509,0.4984
0.48,4.75,0.629,11.2,209,1.0,4529,0.7206
4.47,4.0,0.711,10.6,1237,11.45,54436,0.6759
4.24,3.24,0.624,86.7,1343,11.22,42558,0.4635
11.68,3.98,0.558,88.8,1733,27.89,102501,0.435
3.38,3.44,0.791,104.4,916,7.31,40697,0.5312
0.3,3.17,0.828,22.4,1696,1.52,4541,0.648
1.43,4.55,0.91,14.9,1077,4.44,19228,0.8594
0.29,4.16,0.784,24.6,709,1.0,3197,0.7588
